DATE_TIME,Total_DC_Power,PLANT_ID,SOURCE_KEY,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,Hour,Day,Month,Day_Of_Week,dc_power_roll_avg,irradiation_roll_avg
2020-05-15 00:00:00,0.0,4135001,HmiyD2TTLFNqkNe,25.184316133333333,22.8575074,0.0,0,15,5,4,,
2020-05-15 00:15:00,0.0,4135001,HmiyD2TTLFNqkNe,25.08458866666667,22.761667866666663,0.0,0,15,5,4,,
2020-05-15 00:30:00,0.0,4135001,HmiyD2TTLFNqkNe,24.935752600000004,22.59230553333333,0.0,0,15,5,4,,
2020-05-15 00:45:00,0.0,4135001,HmiyD2TTLFNqkNe,24.8461304,22.36085213333333,0.0,0,15,5,4,,
2020-05-15 01:00:00,0.0,4135001,HmiyD2TTLFNqkNe,24.621525357142858,22.165422642857145,0.0,1,15,5,4,,
2020-05-15 01:15:00,0.0,4135001,HmiyD2TTLFNqkNe,24.5360922,21.968570866666667,0.0,1,15,5,4,,
2020-05-15 01:30:00,0.0,4135001,HmiyD2TTLFNqkNe,24.638673866666664,22.352925666666668,0.0,1,15,5,4,,
2020-05-15 01:45:00,0.0,4135001,HmiyD2TTLFNqkNe,24.87302233333333,23.1609192,0.0,1,15,5,4,0.0,0.0
2020-05-15 02:00:00,0.0,4135001,HmiyD2TTLFNqkNe,24.936930466666663,23.026113,0.0,2,15,5,4,0.0,0.0
2020-05-15 02:15:00,0.0,4135001,HmiyD2TTLFNqkNe,25.0122476,23.343229266666665,0.0,2,15,5,4,0.0,0.0
2020-05-15 02:30:00,0.0,4135001,HmiyD2TTLFNqkNe,25.005149333333332,23.639459266666663,0.0,2,15,5,4,0.0,0.0
2020-05-15 02:45:00,0.0,4135001,HmiyD2TTLFNqkNe,24.993019533333328,24.0394858,0.0,2,15,5,4,0.0,0.0
2020-05-15 03:00:00,0.0,4135001,HmiyD2TTLFNqkNe,25.016309428571425,24.384135571428573,0.0,3,15,5,4,0.0,0.0
2020-05-15 03:15:00,0.0,4135001,HmiyD2TTLFNqkNe,24.985215266666664,24.35150773333333,0.0,3,15,5,4,0.0,0.0
2020-05-15 03:30:00,0.0,4135001,HmiyD2TTLFNqkNe,24.93773193333333,24.060296533333336,0.0,3,15,5,4,0.0,0.0
2020-05-15 03:45:00,0.0,4135001,HmiyD2TTLFNqkNe,24.87909953333333,23.709794133333336,0.0,3,15,5,4,0.0,0.0
2020-05-15 04:00:00,0.0,4135001,HmiyD2TTLFNqkNe,24.6789022,22.58994153333333,0.0,4,15,5,4,0.0,0.0
2020-05-15 04:15:00,0.0,4135001,HmiyD2TTLFNqkNe,24.3519308,21.78364253333333,0.0,4,15,5,4,0.0,0.0
2020-05-15 04:30:00,0.0,4135001,HmiyD2TTLFNqkNe,24.0626222,21.85252493333333,0.0,4,15,5,4,0.0,0.0
2020-05-15 04:45:00,0.0,4135001,HmiyD2TTLFNqkNe,24.013224200000003,22.306315,0.0,4,15,5,4,0.0,0.0
2020-05-15 05:00:00,0.0,4135001,HmiyD2TTLFNqkNe,24.1771058,22.551908466666664,0.0,5,15,5,4,0.0,0.0
2020-05-15 05:15:00,0.0,4135001,HmiyD2TTLFNqkNe,24.304888,22.979492071428577,0.0,5,15,5,4,0.0,0.0
2020-05-15 05:30:00,0.0,4135001,HmiyD2TTLFNqkNe,24.328727266666665,23.452380466666668,0.0,5,15,5,4,0.0,0.0
2020-05-15 05:45:00,0.0,4135001,HmiyD2TTLFNqkNe,24.28921113333333,23.09669193333333,0.0008627212413333,5,15,5,4,0.0,0.0001078401551666625
2020-05-15 06:00:00,942.14880953,4135001,HmiyD2TTLFNqkNe,24.088446066666663,22.2067566,0.0058869571866666,6,15,5,4,117.76860119125,0.0008437098034999875
2020-05-15 06:15:00,6142.1011903,4135001,HmiyD2TTLFNqkNe,24.01163526666667,22.35345866666667,0.0222816074666666,6,15,5,4,885.53124997875,0.003628910736833312
2020-05-15 06:30:00,15271.1547618,4135001,HmiyD2TTLFNqkNe,23.976731266666665,22.893282,0.0494097238666666,6,15,5,4,2794.42559520375,0.009805126220166637
2020-05-15 06:45:00,28626.589287,4135001,HmiyD2TTLFNqkNe,24.21899,24.442443933333333,0.0953944536,6,15,5,4,6372.7492560787505,0.021729432920166637
2020-05-15 07:00:00,41345.914287,4135001,HmiyD2TTLFNqkNe,24.5373984,27.185652866666665,0.1419404433333333,7,15,5,4,11540.98854195375,0.0394719883368333
2020-05-15 07:15:00,44564.20833,4135001,HmiyD2TTLFNqkNe,24.8159595,28.888477857142853,0.1547126757142856,7,15,5,4,17111.51458320375,0.058811072801118996
2020-05-15 07:30:00,43619.291666,4135001,HmiyD2TTLFNqkNe,24.988789866666668,29.6056438,0.1487991533333333,7,15,5,4,22563.92604145375,0.07741096696778565
2020-05-15 07:45:00,44395.892857,4135001,HmiyD2TTLFNqkNe,25.21618033333333,29.547110933333336,0.1447934189333333,7,15,5,4,28113.41264857875,0.09540230417928566
2020-05-15 08:00:00,64834.803572,4135001,HmiyD2TTLFNqkNe,25.41951306666667,31.412544733333327,0.2016386213333333,8,15,5,4,36099.9944938875,0.119871262197619
2020-05-15 08:15:00,101937.157142,4135001,HmiyD2TTLFNqkNe,25.95908213333333,35.5287108,0.3457076533333333,8,15,5,4,48074.37648784999,0.16029951793095232
2020-05-15 08:30:00,112129.565473,4135001,HmiyD2TTLFNqkNe,26.430782066666666,40.3180586,0.4053485726666666,8,15,5,4,60181.67782674999,0.20479187403095234
2020-05-15 08:45:00,92505.464285,4135001,HmiyD2TTLFNqkNe,26.8318298,39.08195373333332,0.3124267953333332,8,15,5,4,68166.5372015,0.23192091674761897
2020-05-15 09:00:00,165598.892858,4135001,HmiyD2TTLFNqkNe,27.6209698,45.0092326,0.6231526486666666,9,15,5,4,83698.159522875,0.29207244241428565
2020-05-15 09:15:00,98826.017857,4135001,HmiyD2TTLFNqkNe,27.988362071428572,46.6177065,0.3448840357142857,9,15,5,4,90480.88571374999,0.3158438624142857
2020-05-15 09:30:00,76522.24999899999,4135001,HmiyD2TTLFNqkNe,27.516727866666667,39.136326,0.2492484,9,15,5,4,94593.755505375,0.328400018247619
2020-05-15 09:45:00,161370.035715,4135001,HmiyD2TTLFNqkNe,27.450107666666668,40.93057693333333,0.5412059773333334,9,15,5,4,109215.523362625,0.377951588047619
2020-05-15 10:00:00,183026.214283,4135001,HmiyD2TTLFNqkNe,28.632191866666663,52.5477356,0.670675372,10,15,5,4,123989.44970150001,0.43658118188095235
2020-05-15 10:15:00,158716.553571,4135001,HmiyD2TTLFNqkNe,28.768912733333337,47.633738,0.5722834766666666,10,15,5,4,131086.874255125,0.46490315979761904
2020-05-15 10:30:00,129103.635715,4135001,HmiyD2TTLFNqkNe,29.35144260000001,49.249723266666656,0.4551483833333333,10,15,5,4,133208.633035375,0.4711281361309524
2020-05-15 10:45:00,113123.142857,4135001,HmiyD2TTLFNqkNe,28.854707866666665,44.048325600000005,0.3619616539999999,10,15,5,4,135785.842856875,0.4773199934642857
2020-05-15 11:00:00,193768.035707,4135001,HmiyD2TTLFNqkNe,29.410819333333336,47.68545339999999,0.6365608813333332,11,15,5,4,139306.985713,0.478996022547619
2020-05-15 11:15:00,160301.22619000002,4135001,HmiyD2TTLFNqkNe,30.21606228571428,50.006988571428565,0.5857872135714286,11,15,5,4,146991.386754625,0.5091089197797619
2020-05-15 11:30:00,155409.160714,4135001,HmiyD2TTLFNqkNe,30.2870728,49.8413636,0.5570693833333333,11,15,5,4,156852.250594,0.5475865426964286
2020-05-15 11:45:00,167668.196427,4135001,HmiyD2TTLFNqkNe,30.811049333333333,47.8363832,0.4679868693333333,11,15,5,4,157639.520683,0.5384341541964285
2020-05-15 12:00:00,155821.696428,4135001,HmiyD2TTLFNqkNe,31.305375066666663,49.183583533333326,0.5149625866666667,12,15,5,4,154238.955951125,0.5189700560297619
2020-05-15 12:15:00,209569.398819,4135001,HmiyD2TTLFNqkNe,31.50729773333333,49.84449266666666,0.7878660286666666,12,15,5,4,160595.561607125,0.5459178750297619
2020-05-15 12:30:00,197884.50001,4135001,HmiyD2TTLFNqkNe,32.147684733333335,52.35325513333333,0.6492476293333334,12,15,5,4,169193.16964399998,0.5701802807797618
2020-05-15 12:45:00,209419.238093,4135001,HmiyD2TTLFNqkNe,32.39142040000001,50.631239933333326,0.761243312,12,15,5,4,181230.1815485,0.6200904880297619
2020-05-15 13:00:00,129842.357143,4135001,HmiyD2TTLFNqkNe,32.622796071428574,49.610767714285714,0.4160351014285714,13,15,5,4,173239.471728,0.5925247655416667
2020-05-15 13:15:00,149740.553574,4135001,HmiyD2TTLFNqkNe,32.49706446666666,47.01116133333333,0.489243946,13,15,5,4,171919.387651,0.5804568570952381
2020-05-15 13:30:00,175573.464286,4135001,HmiyD2TTLFNqkNe,32.52462140000001,46.66986293333333,0.574561224,13,15,5,4,174439.9255975,0.5826433371785714
2020-05-15 13:45:00,170970.589284,4135001,HmiyD2TTLFNqkNe,32.67847086666667,47.516884133333335,0.560985624,13,15,5,4,174852.724704625,0.5942681815119047
2020-05-15 14:00:00,222438.714294,4135001,HmiyD2TTLFNqkNe,33.763185400000005,49.80390433333333,0.7350834633333333,14,15,5,4,183179.85193787498,0.6217832910952381
2020-05-15 14:15:00,259813.28571999999,4135001,HmiyD2TTLFNqkNe,34.13076993333335,55.030613,0.8936614913333333,14,15,5,4,189460.33780049998,0.6350077239285714
2020-05-15 14:30:00,142901.932142,4135001,HmiyD2TTLFNqkNe,34.08138426666667,54.51913673333334,0.466788824,14,15,5,4,182587.516817,0.6122003732619048
2020-05-15 14:45:00,160715.529762,4135001,HmiyD2TTLFNqkNe,33.69572221428571,47.618194642857134,0.5421384957142857,14,15,5,4,176499.553275625,0.5848122712261905
2020-05-15 15:00:00,128604.375,4135001,HmiyD2TTLFNqkNe,33.89057606666666,46.02908119999999,0.3988885433333333,15,15,5,4,176344.80550775,0.5826689514642858
2020-05-15 15:15:00,143255.142856,4135001,HmiyD2TTLFNqkNe,34.043744000000004,44.28609193333333,0.4472921486666666,15,15,5,4,175534.12916799998,0.5774249767976191
2020-05-15 15:30:00,166946.32143,4135001,HmiyD2TTLFNqkNe,34.40285233333333,46.7442812,0.5651963973333332,15,15,5,4,174455.736311,0.5762543734642857
2020-05-15 15:45:00,107547.160714,4135001,HmiyD2TTLFNqkNe,34.430942666666674,43.9206158,0.3462306933333333,15,15,5,4,166527.80773975,0.5494100071309523
2020-05-15 16:00:00,109120.678571,4135001,HmiyD2TTLFNqkNe,34.38115033333334,43.332853333333325,0.3581823699999999,16,15,5,4,152363.053274375,0.5022973704642857
2020-05-15 16:15:00,99493.017857,4135001,HmiyD2TTLFNqkNe,34.12625693333333,41.007431933333336,0.3288961193333332,16,15,5,4,132323.0197915,0.4317016989642857
